"SpecCode","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"3383","Micropterus notius","Micropterus",NA,"Centrarchidae","Centrarchiformes","Actinopteri","Osteichthyes"
"3384","Micropterus punctulatus","Micropterus",NA,"Centrarchidae","Centrarchiformes","Actinopteri","Osteichthyes"
"3385","Micropterus salmoides","Micropterus",NA,"Centrarchidae","Centrarchiformes","Actinopteri","Osteichthyes"
"67134","Micropterus tallapoosae","Micropterus",NA,"Centrarchidae","Centrarchiformes","Actinopteri","Osteichthyes"
"3386","Micropterus treculii","Micropterus",NA,"Centrarchidae","Centrarchiformes","Actinopteri","Osteichthyes"
"67136","Micropterus warriorensis","Micropterus",NA,"Centrarchidae","Centrarchiformes","Actinopteri","Osteichthyes"
"63819","Microrasbora microphthalma","Microrasbora","Danioninae","Danionidae","Cypriniformes","Actinopteri","Osteichthyes"
"24412","Microrasbora rubescens","Microrasbora","Danioninae","Danionidae","Cypriniformes","Actinopteri","Osteichthyes"
"51174","Microschemobrycon callops","Microschemobrycon","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"51183","Microschemobrycon casiquiare","Microschemobrycon","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"51213","Microschemobrycon elongatus","Microschemobrycon","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"51181","Microschemobrycon geisleri","Microschemobrycon","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"51182","Microschemobrycon guaporensis","Microschemobrycon","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"53383","Microschemobrycon melanotus","Microschemobrycon","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"52591","Microschemobrycon meyburgi","Microschemobrycon","Characinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"12453","Microspathodon bairdii","Microspathodon","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"1122","Microspathodon chrysurus","Microspathodon","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"12455","Microspathodon dorsalis","Microspathodon","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"12456","Microspathodon frontatus","Microspathodon","Pomacentrinae","Pomacentridae","Ovalentaria/misc","Actinopteri","Osteichthyes"
"48127","Microsternarchus bilineatus","Microsternarchus",NA,"Hypopomidae","Gymnotiformes","Actinopteri","Osteichthyes"
"67879","Microsternarchus brevis","Microsternarchus",NA,"Hypopomidae","Gymnotiformes","Actinopteri","Osteichthyes"
"69331","Microstoma australis","Microstoma",NA,"Microstomatidae","Argentiniformes","Actinopteri","Osteichthyes"
"1731","Microstoma microstoma","Microstoma",NA,"Microstomatidae","Argentiniformes","Actinopteri","Osteichthyes"
"12637","Microstomatichthyoborus bashforddeani","Microstomatichthyoborus",NA,"Distichodontidae","Characiformes","Actinopteri","Osteichthyes"
"12639","Microstomatichthyoborus katangae","Microstomatichthyoborus",NA,"Distichodontidae","Characiformes","Actinopteri","Osteichthyes"
"8559","Microstomus achne","Microstomus","Microstominae","Pleuronectidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"1382","Microstomus kitt","Microstomus","Microstominae","Pleuronectidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"4247","Microstomus pacificus","Microstomus","Microstominae","Pleuronectidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"52516","Microstomus shuntovi","Microstomus","Microstominae","Pleuronectidae","Pleuronectiformes","Actinopteri","Osteichthyes"
"61955","Microsynodontis armatus","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"9518","Microsynodontis batesii","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"66491","Microsynodontis christyi","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"61957","Microsynodontis emarginata","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"61958","Microsynodontis hirsuta","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"61960","Microsynodontis laevigata","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"9520","Microsynodontis lamberti","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"61964","Microsynodontis nannoculus","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"61994","Microsynodontis nasutus","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"61996","Microsynodontis notata","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"9522","Microsynodontis polli","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"61997","Microsynodontis vigilis","Microsynodontis","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"1541","Microthrissa congica","Microthrissa","Dorosomatinae","Clupeidae","Clupeiformes","Actinopteri","Osteichthyes"
"1543","Microthrissa minuta","Microthrissa","Dorosomatinae","Clupeidae","Clupeiformes","Actinopteri","Osteichthyes"
"1542","Microthrissa moeruensis","Microthrissa","Dorosomatinae","Clupeidae","Clupeiformes","Actinopteri","Osteichthyes"
"1544","Microthrissa royauxi","Microthrissa","Dorosomatinae","Clupeidae","Clupeiformes","Actinopteri","Osteichthyes"
"51548","Microthrissa whiteheadi","Microthrissa","Dorosomatinae","Clupeidae","Clupeiformes","Actinopteri","Osteichthyes"
"4569","Miichthys miiuy","Miichthys",NA,"Sciaenidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"15902","Mikrogeophagus altispinosus","Mikrogeophagus","Cichlinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"12305","Mikrogeophagus ramirezi","Mikrogeophagus","Cichlinae","Cichlidae","Cichliformes","Actinopteri","Osteichthyes"
"6280","Millerichthys robustus","Millerichthys","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"16307","Millerigobius macrocephalus","Millerigobius","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"65760","Milyeringa brooksi","Milyeringa","Milyeringinae","Family","Order","Class",NA
"66823","Milyeringa justitia","Milyeringa","Milyeringinae","Family","Order","Class",NA
"10713","Milyeringa veritas","Milyeringa","Milyeringinae","Family","Order","Class",NA
"52624","Mimagoniates barberi","Mimagoniates","Stevardiinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"12389","Mimagoniates inequalis","Mimagoniates","Stevardiinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"52681","Mimagoniates lateralis","Mimagoniates","Stevardiinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"53344","Mimagoniates microlepis","Mimagoniates","Stevardiinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"65085","Mimagoniates pulcher","Mimagoniates","Stevardiinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"52593","Mimagoniates rheocharis","Mimagoniates","Stevardiinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"52594","Mimagoniates sylvicola","Mimagoniates","Stevardiinae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"7570","Mimoblennius atrocinctus","Mimoblennius","Salariinae","Blenniidae","Blenniiformes","Actinopteri","Osteichthyes"
"59605","Mimoblennius cas","Mimoblennius","Salariinae","Blenniidae","Blenniiformes","Actinopteri","Osteichthyes"
"46416","Mimoblennius cirrosus","Mimoblennius","Salariinae","Blenniidae","Blenniiformes","Actinopteri","Osteichthyes"
"59657","Mimoblennius lineathorax","Mimoblennius","Salariinae","Blenniidae","Blenniiformes","Actinopteri","Osteichthyes"
"16947","Mimoblennius rusi","Mimoblennius","Salariinae","Blenniidae","Blenniiformes","Actinopteri","Osteichthyes"
"25781","Minilabrus striatus","Minilabrus",NA,"Labridae","Eupercaria/misc","Actinopteri","Osteichthyes"
"25225","Minimugil cascasia","Minimugil",NA,"Mugilidae","Mugiliformes","Actinopteri","Osteichthyes"
"61245","Minous andriashevi","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"10726","Minous coccineus","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"46367","Minous dempsterae","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"46368","Minous inermis","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"47028","Minous longimanus","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"6388","Minous monodactylus","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"10316","Minous pictus","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"23890","Minous pusillus","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"8264","Minous quincarinatus","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"11661","Minous trachycephalus","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"58917","Minous usachevi","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"10759","Minous versicolor","Minous","Minoinae","Synanceiidae","Perciformes/Scorpaenoidei","Actinopteri","Osteichthyes"
"63729","Minyclupeoides dentibranchialus","Minyclupeoides","Ehiravinae","Clupeidae","Clupeiformes","Actinopteri","Osteichthyes"
"7740","Minyichthys brachyrhinus","Minyichthys","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"61279","Minyichthys inusitatus","Minyichthys","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"5978","Minyichthys myersi","Minyichthys","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"17239","Minyichthys sentus","Minyichthys","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"64196","Minysicya caudimaculata","Minysicya","Gobiinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"2996","Minytrema melanops","Minytrema","Catostominae","Catostomidae","Cypriniformes","Actinopteri","Osteichthyes"
"10199","Miracorvina angolensis","Miracorvina",NA,"Sciaenidae","Eupercaria/misc","Actinopteri","Osteichthyes"
"4591","Mirapinna esau","Mirapinna",NA,"Cetomimidae","Beryciformes","Actinopteri","Osteichthyes"
"10906","Mirognathus normani","Mirognathus",NA,"Alepocephalidae","Alepocephaliformes","Actinopteri","Osteichthyes"
"25773","Mirogrex hulensis","Mirogrex","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"4518","Mirogrex terraesanctae","Mirogrex","Leuciscinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"58913","Mirorictus taningi","Mirorictus",NA,"Platytroctidae","Alepocephaliformes","Actinopteri","Osteichthyes"
"53993","Miroscyllium sheikoi","Miroscyllium",NA,"Etmopteridae","Squaliformes","Elasmobranchii","Chondrichthyes"
"3016","Misgurnus anguillicaudatus","Misgurnus",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"60796","Misgurnus buphoensis","Misgurnus",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"4790","Misgurnus fossilis","Misgurnus",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"14483","Misgurnus mizolepis","Misgurnus",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"60999","Misgurnus mohoity","Misgurnus",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"67467","Misgurnus multimaculatus","Misgurnus",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"60797","Misgurnus nikolskyi","Misgurnus",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"61374","Misgurnus tonkinensis","Misgurnus",NA,"Cobitidae","Cypriniformes","Actinopteri","Osteichthyes"
"4898","Mistichthys luzonensis","Mistichthys","Gobionellinae","Gobiidae","Gobiiformes","Actinopteri","Osteichthyes"
"46177","Mitotichthys meraculus","Mitotichthys","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"46225","Mitotichthys mollisoni","Mitotichthys","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"46179","Mitotichthys semistriatus","Mitotichthys","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"46193","Mitotichthys tuckeri","Mitotichthys","Syngnathinae","Syngnathidae","Syngnathiformes","Actinopteri","Osteichthyes"
"5910","Mitsukurina owstoni","Mitsukurina",NA,"Mitsukurinidae","Lamniformes","Elasmobranchii","Chondrichthyes"
"48800","Miuroglanis platycephalus","Miuroglanis","Tridentinae","Trichomycteridae","Siluriformes","Actinopteri","Osteichthyes"
"58245","Mixobrycon ribeiroi","Mixobrycon","Incertae sedis","Characidae","Characiformes","Actinopteri","Osteichthyes"
"67823","Mixomyrophis longidorsalis","Mixomyrophis","Myrophinae","Ophichthidae","Anguilliformes","Actinopteri","Osteichthyes"
"53835","Mixomyrophis pusillipinna","Mixomyrophis","Myrophinae","Ophichthidae","Anguilliformes","Actinopteri","Osteichthyes"
"2803","Moapa coriacea","Moapa","Laviniinae","Leuciscidae","Cypriniformes","Actinopteri","Osteichthyes"
"65179","Mobula alfredi","Mobula",NA,"Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"2061","Mobula birostris","Mobula",NA,"Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"25622","Mobula eregoodootenkee","Mobula",NA,"Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"2586","Mobula hypostoma","Mobula",NA,"Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"2587","Mobula japanica","Mobula",NA,"Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"27177","Mobula kuhlii","Mobula",NA,"Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"7618","Mobula mobular","Mobula",NA,"Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"13191","Mobula munkiana","Mobula",NA,"Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"8989","Mobula rochebrunei","Mobula",NA,"Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"13194","Mobula tarapacana","Mobula",NA,"Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"2588","Mobula thurstoni","Mobula",NA,"Mobulidae","Myliobatiformes","Elasmobranchii","Chondrichthyes"
"9524","Mochokiella paynei","Mochokiella","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"9527","Mochokus brevis","Mochokus","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"9526","Mochokus niloticus","Mochokus","Mochokinae","Mochokidae","Siluriformes","Actinopteri","Osteichthyes"
"49282","Modicus minimus","Modicus",NA,"Gobiesocidae","Gobiesociformes","Actinopteri","Osteichthyes"
"49283","Modicus tangaroa","Modicus",NA,"Gobiesocidae","Gobiesociformes","Actinopteri","Osteichthyes"
"62020","Moema apurinan","Moema","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"67998","Moema beucheyi","Moema","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"62024","Moema hellneri","Moema","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"62036","Moema heterostigma","Moema","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"62025","Moema nudifrontata","Moema","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"67992","Moema ortegai","Moema","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"49671","Moema pepotei","Moema","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"49673","Moema piriana","Moema","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"49676","Moema portugali","Moema","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"62312","Moema quiii","Moema","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"49682","Moema staecki","Moema","Rivulinae","Rivulidae","Cyprinodontiformes","Actinopteri","Osteichthyes"
"53458","Moenkhausia affinis","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50891","Moenkhausia agnesae","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"51155","Moenkhausia atahualpiana","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"66188","Moenkhausia aurantia","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"68012","Moenkhausia australe","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50894","Moenkhausia barbouri","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"62261","Moenkhausia bonita","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"68050","Moenkhausia britskii","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50890","Moenkhausia browni","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"65772","Moenkhausia celibela","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50879","Moenkhausia ceros","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"65584","Moenkhausia chlorophthalma","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"27992","Moenkhausia chrysargyrea","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"26473","Moenkhausia collettii","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50907","Moenkhausia comma","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"60247","Moenkhausia copei","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"63567","Moenkhausia cosmops","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50895","Moenkhausia costae","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50878","Moenkhausia cotinho","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50877","Moenkhausia crisnejas","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"66001","Moenkhausia dasalmas","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"63791","Moenkhausia diamantina","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"12390","Moenkhausia dichroura","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"59223","Moenkhausia diktyota","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50902","Moenkhausia doceana","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"60853","Moenkhausia dorsinuda","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50900","Moenkhausia eigenmanni","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"65786","Moenkhausia eurystaenia","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"64971","Moenkhausia forestii","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"27993","Moenkhausia georgiae","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"53332","Moenkhausia gracilima","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"27994","Moenkhausia grandisquamis","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"53425","Moenkhausia hasemani","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"63046","Moenkhausia heikoi","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"27995","Moenkhausia hemigrammoides","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"63571","Moenkhausia hysterosticta","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"65927","Moenkhausia icae","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"27996","Moenkhausia inrai","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"26474","Moenkhausia intermedia","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50903","Moenkhausia jamesi","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50904","Moenkhausia justae","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"53331","Moenkhausia lata","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50974","Moenkhausia latissima","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"51154","Moenkhausia lepidura","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"60246","Moenkhausia levidorsa","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"68011","Moenkhausia lineomaculata","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"61984","Moenkhausia lopesi","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"52595","Moenkhausia loweae","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"58006","Moenkhausia margitae","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50897","Moenkhausia megalops","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50888","Moenkhausia melogramma","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50901","Moenkhausia metae","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"51958","Moenkhausia miangi","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"65925","Moenkhausia mikia","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"27997","Moenkhausia moisae","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"68209","Moenkhausia mutum","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50908","Moenkhausia naponis","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50881","Moenkhausia newtoni","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"52596","Moenkhausia nigromarginata","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"12391","Moenkhausia oligolepis","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50892","Moenkhausia orteguasae","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50883","Moenkhausia ovalis","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"62542","Moenkhausia pankilopteryx","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"68217","Moenkhausia parecis","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"62718","Moenkhausia petymbuaba","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"52599","Moenkhausia phaeonota","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"65303","Moenkhausia pirauba","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"10664","Moenkhausia pittieri","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"65585","Moenkhausia plumbea","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"52600","Moenkhausia pyrophthalma","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50887","Moenkhausia robertsi","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"67618","Moenkhausia rubra","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"10674","Moenkhausia sanctaefilomenae","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"65928","Moenkhausia schultzi","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50899","Moenkhausia shideleri","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50882","Moenkhausia simulata","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"27998","Moenkhausia surinamensis","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"12392","Moenkhausia takasei","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"58036","Moenkhausia tergimacula","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50906","Moenkhausia tridentata","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"68921","Moenkhausia uirapuru","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"67929","Moenkhausia venerei","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"50889","Moenkhausia xinguensis","Moenkhausia","Stethaprioninae","Characidae","Characiformes","Actinopteri","Osteichthyes"
"10714","Mogurnda adspersa","Mogurnda","Eleotrinae","Eleotridae","Gobiiformes","Actinopteri","Osteichthyes"
"47687","Mogurnda aiwasoensis","Mogurnda","Eleotrinae","Eleotridae","Gobiiformes","Actinopteri","Osteichthyes"
"68028","Mogurnda arguni","Mogurnda","Eleotrinae","Eleotridae","Gobiiformes","Actinopteri","Osteichthyes"
"26391","Mogurnda aurifodinae","Mogurnda","Eleotrinae","Eleotridae","Gobiiformes","Actinopteri","Osteichthyes"
"26394","Mogurnda cingulata","Mogurnda","Eleotrinae","Eleotridae","Gobiiformes","Actinopteri","Osteichthyes"
"59991","Mogurnda clivicola","Mogurnda","Eleotrinae","Eleotridae","Gobiiformes","Actinopteri","Osteichthyes"
"10717","Mogurnda furva","Mogurnda","Eleotrinae","Eleotridae","Gobiiformes","Actinopteri","Osteichthyes"
"58197","Mogurnda kaifayama","Mogurnda","Eleotrinae","Eleotridae","Gobiiformes","Actinopteri","Osteichthyes"
"68029","Mogurnda kaimana","Mogurnda","Eleotrinae","Eleotridae","Gobiiformes","Actinopteri","Osteichthyes"
